Gene stable ID,Gene name,Gene start (bp),Gene end (bp),Chromosome/scaffold name,Gene type
ENSG00000200566,RNU5F-7P,15916189,15916303,X,snRNA
ENSG00000226536,SETP15,15917548,15918631,X,processed_pseudogene
ENSG00000278283,,55044749,55045121,X,unprocessed_pseudogene
ENSG00000234466,HDGFL3P1,55054945,55055838,X,processed_pseudogene
ENSG00000234068,PAGE2,55089018,55092842,X,protein_coding
ENSG00000278319,,55101637,55102026,X,unprocessed_pseudogene
ENSG00000276929,,55137930,55142433,X,unprocessed_pseudogene
ENSG00000186678,,55172717,55176026,X,unprocessed_pseudogene
ENSG00000229760,MTCO1P52,55178207,55178737,X,processed_pseudogene
ENSG00000231947,MTND2P24,55179194,55179999,X,processed_pseudogene
ENSG00000238047,MTND1P30,55180377,55181277,X,processed_pseudogene
ENSG00000283775,MIR4329,112780718,112780788,X,miRNA
ENSG00000243011,RN7SL266P,112855874,112856162,X,misc_RNA
ENSG00000273773,,154620096,154620171,X,unprocessed_pseudogene
ENSG00000213338,ATF4P1,154622428,154623500,X,processed_pseudogene
ENSG00000237619,OR3B1P,154658741,154659643,X,unprocessed_pseudogene
ENSG00000228089,PNKDP1,131803312,131803741,X,processed_pseudogene
ENSG00000235190,,131937670,131937853,X,processed_pseudogene
ENSG00000200587,RNA5SP514,131938846,131938956,X,rRNA_pseudogene
ENSG00000228819,AGKP2,132130091,132131352,X,processed_pseudogene
ENSG00000228158,TLE1P1,65408084,65408672,X,processed_pseudogene
ENSG00000227534,AP1M2P1,65469087,65470380,X,processed_pseudogene
ENSG00000227942,FRMD8P1,65550898,65552421,X,processed_pseudogene
ENSG00000178556,CKS1BP6,30617454,30617693,X,processed_pseudogene
ENSG00000232368,FTLP2,30630298,30630825,X,processed_pseudogene
ENSG00000229331,GK-IT1,30671635,30672166,X,lncRNA
ENSG00000241886,,30698207,30721932,X,lncRNA
ENSG00000243055,GK-AS1,30699998,30724174,X,lncRNA
ENSG00000277876,,30821815,30823407,X,unprocessed_pseudogene
ENSG00000231542,TAB3-AS1,30834623,30835300,X,lncRNA
ENSG00000235512,TAB3-AS2,30854321,30854707,X,lncRNA
ENSG00000102230,PCYT1B,24558087,24672677,X,protein_coding
ENSG00000226222,H2BP7,24632257,24632601,X,processed_pseudogene
ENSG00000236836,PCYT1B-AS1,24650073,24658237,X,lncRNA
ENSG00000236487,,24681909,24682634,X,processed_pseudogene
ENSG00000251869,SCARNA23,24744441,24744570,X,scaRNA
ENSG00000232472,EEF1B2P3,24788392,24789069,X,processed_pseudogene
ENSG00000004848,ARX,25003694,25016420,X,protein_coding
ENSG00000214111,PAFAH1B2P1,25029545,25030235,X,processed_pseudogene
ENSG00000240439,RN7SL91P,25060649,25060939,X,misc_RNA
ENSG00000182484,WASH6P,156020826,156025710,X,protein_coding
ENSG00000234230,ZFX-AS1,24146225,24149654,X,lncRNA
ENSG00000225071,RPS26P58,24429573,24429920,X,processed_pseudogene
ENSG00000231729,ARHGEF9-IT1,63670196,63671502,X,lncRNA
ENSG00000236813,BTF3P8,63766875,63767400,X,processed_pseudogene
ENSG00000222532,MIR1468,63786002,63786087,X,miRNA
ENSG00000158639,PAGE5,55220346,55224108,X,protein_coding
ENSG00000102387,TAF7L,101268253,101293057,X,protein_coding
ENSG00000126752,SSX1,48255392,48267444,X,protein_coding
ENSG00000120498,TEX11,70528940,70908711,X,protein_coding
ENSG00000266828,RN7SL712P,115992466,115992773,X,misc_RNA
ENSG00000231371,AKR1B1P8,116043483,116044418,X,processed_pseudogene
ENSG00000234558,API5P1,116106921,116108430,X,processed_pseudogene
ENSG00000238040,SALL4P2,129871309,129877567,X,processed_pseudogene
ENSG00000085185,BCORL1,129981107,130058071,X,protein_coding
ENSG00000288680,,15727731,15727921,X,processed_pseudogene
ENSG00000207146,Y_RNA,108676951,108677057,X,misc_RNA
ENSG00000133124,IRS4,108719946,108736563,X,protein_coding
ENSG00000279894,,103596608,103598904,X,TEC
ENSG00000288597,,103707034,103919047,X,lncRNA
ENSG00000123576,ESX1,104250038,104254933,X,protein_coding
ENSG00000268651,CTAG1A,154585133,154586816,X,protein_coding
ENSG00000122122,SASH3,129779949,129795201,X,protein_coding
ENSG00000240143,,129794994,129796963,X,lncRNA
ENSG00000275070,Metazoa_SRP,129796491,129796783,X,misc_RNA
ENSG00000230781,,84973217,84977829,X,unitary_pseudogene
ENSG00000226112,FCF1P4,111169221,111169403,X,processed_pseudogene
ENSG00000234349,GLUD1P9,111229889,111231061,X,processed_pseudogene
ENSG00000251954,RNU6-496P,111421510,111421608,X,snRNA
ENSG00000223904,HMGB1P12,111434427,111435024,X,processed_pseudogene
ENSG00000229939,,111618808,111619094,X,processed_pseudogene
ENSG00000225031,EIF4BP7,111619677,111621489,X,processed_pseudogene
ENSG00000102359,SRPX2,100644195,100675788,X,protein_coding
ENSG00000251707,RNU7-37P,120503037,120503096,X,snRNA
ENSG00000278317,H3P46,120709061,120709392,X,processed_pseudogene
ENSG00000181511,GLRX5P1,120733094,120733396,X,processed_pseudogene
ENSG00000238200,MGAT2P2,135751119,135752583,X,processed_pseudogene
ENSG00000269096,CT45A3,135759846,135768191,X,protein_coding
ENSG00000278289,CT45A6,135794685,135802787,X,protein_coding
ENSG00000271449,CT45A2,135811668,135820012,X,protein_coding
ENSG00000278085,CT45A8,135846497,135854538,X,protein_coding
ENSG00000270946,CT45A9,135863418,135871812,X,protein_coding
ENSG00000207633,MIR505,139924148,139924231,X,miRNA
ENSG00000203933,CXorf66,139955728,139965521,X,protein_coding
ENSG00000214653,HNRNPA3P3,140032344,140033480,X,processed_pseudogene
ENSG00000241248,RN7SL727P,140085855,140086150,X,misc_RNA
ENSG00000212663,,13980066,13988820,X,lncRNA
ENSG00000208013,MIR652,110055329,110055426,X,miRNA
ENSG00000265584,MIR3978,110082118,110082218,X,miRNA
ENSG00000208883,SNORD96B,110224985,110225063,X,snoRNA
ENSG00000224142,AMMECR1-IT1,110305420,110307221,X,lncRNA
ENSG00000287685,,110472692,110524320,X,lncRNA
ENSG00000279601,,119693568,119696059,X,TEC
ENSG00000187808,SOWAHD,119758588,119760202,X,protein_coding
ENSG00000206622,SNORA69,119787353,119787484,X,snoRNA
ENSG00000125352,RNF113A,119870475,119871733,X,protein_coding
ENSG00000263972,MIR1587,39837561,39837613,X,miRNA
ENSG00000214047,RPS11P7,39865424,39865888,X,processed_pseudogene
ENSG00000285709,,39908309,39914419,X,lncRNA
ENSG00000214045,IMPDH1P2,40359183,40360726,X,processed_pseudogene
ENSG00000206677,Y_RNA,40492844,40492941,X,misc_RNA
ENSG00000132446,FTHL17,31071233,31072041,X,protein_coding
ENSG00000252903,RNU6-894P,31348192,31348296,X,snRNA
ENSG00000285900,,31411033,31413701,X,lncRNA
ENSG00000222922,RNA5SP501,32102065,32102176,X,rRNA_pseudogene
ENSG00000236285,NPM1P8,32205902,32206738,X,processed_pseudogene
ENSG00000263600,MIR3915,32583656,32583752,X,miRNA
ENSG00000221348,MIR548F5,32641474,32641559,X,miRNA
ENSG00000236828,DMD-AS3,32754940,32756400,X,lncRNA
ENSG00000226781,TBCAP1,33041395,33041721,X,processed_pseudogene
ENSG00000215310,,33410944,33412173,X,processed_pseudogene
ENSG00000265170,RN7SL667P,153403844,153404141,X,misc_RNA
ENSG00000189369,GSPT2,51743442,51746232,X,protein_coding
ENSG00000236576,,51856968,51858066,X,processed_pseudogene
ENSG00000252377,RNU6-504P,51870706,51870809,X,snRNA
ENSG00000260118,,68013470,68014901,X,lncRNA
ENSG00000228328,PGK1P1,68070520,68071767,X,processed_pseudogene
ENSG00000252145,RNU6-1225P,68102068,68102132,X,snRNA
ENSG00000228125,AKIRIN1P2,68132868,68133437,X,processed_pseudogene
ENSG00000206646,Y_RNA,68361075,68361187,X,misc_RNA
ENSG00000225925,,68474710,68476874,X,processed_pseudogene
ENSG00000206747,RNU6-245P,68539443,68539549,X,snRNA
ENSG00000270052,,151497726,151498354,X,lncRNA
ENSG00000165583,SSX5,48186220,48196795,X,protein_coding
ENSG00000283697,HSFX3,149548210,149549924,X,protein_coding
ENSG00000176774,MAGEB18,26138343,26140736,X,protein_coding
ENSG00000232446,,26147774,26148281,X,unprocessed_pseudogene
ENSG00000227511,,26170052,26170913,X,unprocessed_pseudogene
ENSG00000176746,MAGEB6,26192440,26195646,X,protein_coding
ENSG00000232644,,26200042,26200647,X,unprocessed_pseudogene
ENSG00000188408,MAGEB5,26216169,26218270,X,protein_coding
ENSG00000237171,,26223903,26224658,X,unprocessed_pseudogene
ENSG00000178146,GK4P,101778969,101780538,X,processed_pseudogene
ENSG00000215168,ATXN7L3P1,66055587,66056587,X,processed_pseudogene
ENSG00000237294,EIF4BP9,66074835,66076347,X,processed_pseudogene
ENSG00000231356,MTFR1P1,66360766,66361776,X,processed_pseudogene
ENSG00000226820,,66437345,66440668,X,unprocessed_pseudogene
ENSG00000224236,MRRFP1,123116107,123117781,X,processed_pseudogene
ENSG00000179101,H3P47,123514473,123514872,X,processed_pseudogene
ENSG00000232111,,9402751,9404802,X,processed_pseudogene
ENSG00000282306,,9404954,9405731,X,processed_pseudogene
ENSG00000282501,,9406025,9406778,X,processed_pseudogene
ENSG00000282358,,9406952,9407708,X,processed_pseudogene
ENSG00000282668,,9407861,9408638,X,processed_pseudogene
ENSG00000282299,,9408818,9409571,X,processed_pseudogene
ENSG00000282697,,9409748,9410501,X,processed_pseudogene
ENSG00000282222,,9410789,9411545,X,processed_pseudogene
ENSG00000281955,,9411701,9412478,X,processed_pseudogene
ENSG00000281941,,9412772,9413522,X,processed_pseudogene
ENSG00000282300,,9413816,9414569,X,processed_pseudogene
ENSG00000233357,RPL30P15,13574746,13575066,X,processed_pseudogene
ENSG00000283493,MIR6086,13590292,13590346,X,miRNA
ENSG00000199622,RN7SKP20,13596236,13596548,X,misc_RNA
ENSG00000288053,,49071470,49079887,X,protein_coding
ENSG00000206936,RNU4-52P,49082028,49082165,X,snRNA
ENSG00000265033,RN7SL262P,49152651,49152944,X,misc_RNA
ENSG00000279422,,49165576,49165972,X,TEC
ENSG00000123584,MAGEA9,149781930,149787737,X,protein_coding
ENSG00000224089,CT47A10,120938701,120942023,X,protein_coding
ENSG00000226600,CT47A9,120943561,120946883,X,protein_coding
ENSG00000230347,CT47A8,120948422,120951744,X,protein_coding
ENSG00000226023,CT47A6,120958165,120961487,X,protein_coding
ENSG00000237957,CT47A5,120963026,120966348,X,protein_coding
ENSG00000230594,CT47A4,120967886,120971208,X,protein_coding
ENSG00000236126,CT47A3,120972746,120976068,X,protein_coding
ENSG00000242362,CT47A2,120977606,120980928,X,protein_coding
ENSG00000268738,HSFX2,149592512,149595314,X,protein_coding
ENSG00000286964,,135037281,135040355,X,lncRNA
ENSG00000234228,NCLP2,135075136,135076597,X,processed_pseudogene
ENSG00000196972,SMIM10L2B,135094985,135098712,X,protein_coding
ENSG00000224107,ETDB,135118955,135120526,X,protein_coding
ENSG00000223809,,135123239,135123604,X,lncRNA
ENSG00000232582,,135135149,135135770,X,processed_pseudogene
ENSG00000169551,CT55,135156540,135171398,X,protein_coding
ENSG00000236491,,135180255,135194679,X,unprocessed_pseudogene
ENSG00000228922,,135201731,135215232,X,unprocessed_pseudogene
ENSG00000269833,,135236895,135237408,X,processed_pseudogene
ENSG00000238210,ETDA,135252061,135253583,X,protein_coding
ENSG00000274024,,135297046,135298585,X,processed_pseudogene
ENSG00000178947,SMIM10L2A,135421944,135428075,X,protein_coding
ENSG00000201440,RNA5SP515,135428168,135428285,X,rRNA_pseudogene
ENSG00000225769,CROCCP1,135432960,135438634,X,processed_pseudogene
ENSG00000273988,,135445897,135447368,X,unprocessed_pseudogene
ENSG00000271158,WDR4P1,135464329,135465484,X,processed_pseudogene
ENSG00000202272,Y_RNA,23782210,23782310,X,misc_RNA
ENSG00000238103,RPL9P7,23836742,23837321,X,processed_pseudogene
ENSG00000229237,HMGN1P37,154817099,154817401,X,processed_pseudogene
ENSG00000274183,H2AB1,154884972,154885558,X,protein_coding
ENSG00000288722,F8A1,154886355,154888061,X,protein_coding
ENSG00000224069,,154897561,154898092,X,processed_pseudogene
ENSG00000237859,EEF1A1P31,154908885,154919103,X,unprocessed_pseudogene
ENSG00000233688,ZNF622P1,154919578,154920182,X,processed_pseudogene
ENSG00000176318,FOXN3P1,102546734,102548213,X,processed_pseudogene
ENSG00000227211,H3P45,102615473,102615820,X,processed_pseudogene
ENSG00000252294,RNU6-589P,102678707,102678813,X,snRNA
ENSG00000230320,BEND7P1,102705784,102706240,X,processed_pseudogene
ENSG00000215000,GAPDHP77,109341813,109342697,X,processed_pseudogene
ENSG00000101890,GUCY2F,109372906,109482086,X,protein_coding
ENSG00000233874,MFN1P1,109568478,109570289,X,processed_pseudogene
ENSG00000176076,KCNE5,109623700,109625172,X,protein_coding
ENSG00000237319,,109636834,109637063,X,processed_pseudogene
ENSG00000252069,Y_RNA,109744643,109744749,X,misc_RNA
ENSG00000225381,RPS5P7,109853312,109853919,X,processed_pseudogene
ENSG00000277858,H2AB2,155380709,155381299,X,protein_coding
ENSG00000288709,F8A2,155382095,155383801,X,protein_coding
ENSG00000224341,AKR7A2P2,118877886,118879185,X,processed_pseudogene
ENSG00000231270,COBLP1,118938153,118939134,X,processed_pseudogene
ENSG00000235483,GYG2-AS1,2852740,2853760,X,lncRNA
ENSG00000229851,ARSD-AS1,2904904,2906081,X,lncRNA
ENSG00000205667,ARSH,3006546,3034111,X,protein_coding
ENSG00000239228,RN7SL578P,3058220,3058502,X,misc_RNA
ENSG00000230249,RPS24P21,3112900,3113596,X,processed_pseudogene
ENSG00000226784,PGAM4,77967949,77969638,X,protein_coding
ENSG00000223592,FNDC3CP,78165696,78172422,X,unitary_pseudogene
ENSG00000232282,MTND1P32,102785667,102786604,X,processed_pseudogene
ENSG00000229954,MTND2P2,102786813,102788387,X,processed_pseudogene
ENSG00000237300,MTCO1P19,102796251,102797093,X,processed_pseudogene
ENSG00000237628,MTCO2P19,102797531,102798128,X,processed_pseudogene
ENSG00000228316,MTATP6P19,102798396,102799560,X,processed_pseudogene
ENSG00000224471,MTCO3P19,102799563,102799883,X,processed_pseudogene
ENSG00000226056,MTND4P32,102799942,102801399,X,processed_pseudogene
ENSG00000234886,MTND5P26,102803041,102806138,X,processed_pseudogene
ENSG00000227649,MTND6P32,102806164,102806646,X,processed_pseudogene
ENSG00000229794,MTCYBP32,102806741,102807824,X,processed_pseudogene
ENSG00000202304,RNU6-1130P,130310072,130310178,X,snRNA
ENSG00000225046,,130330857,130331069,X,processed_pseudogene
ENSG00000102078,SLC25A14,130339888,130373361,X,protein_coding
ENSG00000147262,GPR119,130379449,130385674,X,protein_coding
ENSG00000271286,CYTH1P1,21939461,21940160,X,processed_pseudogene
ENSG00000224396,METTL15P3,22435598,22436818,X,processed_pseudogene
ENSG00000201095,RNU6-266P,22527835,22527941,X,snRNA
ENSG00000231011,,22616744,22617143,X,processed_pseudogene
ENSG00000237019,,22698457,22768966,X,lncRNA
ENSG00000102174,PHEX,22032325,22494713,X,protein_coding
ENSG00000270794,,30209423,30210209,X,processed_pseudogene
ENSG00000099399,MAGEB2,30215563,30220089,X,protein_coding
ENSG00000120289,MAGEB4,30242000,30244187,X,protein_coding
ENSG00000276940,PLCE1P1,30290047,30290351,X,unprocessed_pseudogene
ENSG00000102287,GABRE,151953124,151974680,X,protein_coding
ENSG00000284363,MIR224,151958578,151958658,X,miRNA
ENSG00000283751,MIR452,151959628,151959712,X,miRNA
ENSG00000147234,FRMPD3,107449652,107605255,X,protein_coding
ENSG00000230146,SEPHS1P4,73769248,73770423,X,processed_pseudogene
ENSG00000274655,,73821657,73821724,X,misc_RNA
ENSG00000277577,,73831145,73831270,X,misc_RNA
ENSG00000278039,,73850487,73850571,X,misc_RNA
ENSG00000182707,FXYD6P3,73875068,73875635,X,processed_pseudogene
ENSG00000274430,,73944332,73944466,X,misc_RNA
ENSG00000276784,,73944595,73944663,X,misc_RNA
ENSG00000271199,,73958059,73969485,X,lncRNA
ENSG00000203397,SHISA5P2,74066083,74066592,X,processed_pseudogene
ENSG00000223650,UHRF2P1,74105572,74107958,X,processed_pseudogene
ENSG00000232928,DDX3P1,74121012,74131923,X,processed_pseudogene
ENSG00000280375,,74122134,74122725,X,TEC
ENSG00000230986,DDX3P2,74133004,74133114,X,processed_pseudogene
ENSG00000224430,MKRN5P,74161062,74162528,X,processed_pseudogene
ENSG00000232801,SDCBPP3,40890647,40891537,X,processed_pseudogene
ENSG00000189145,RPL32P36,40907987,40908391,X,processed_pseudogene
ENSG00000216866,RPS2P55,40934982,40935864,X,processed_pseudogene
ENSG00000287549,,41008427,41029306,X,lncRNA
ENSG00000237931,CLIC4P3,41076999,41077750,X,processed_pseudogene
ENSG00000225839,TRMT2B-AS1,101043564,101094476,X,lncRNA
ENSG00000126950,TMEM35A,101078879,101096367,X,protein_coding
ENSG00000231643,YWHAQP8,101191115,101191409,X,processed_pseudogene
ENSG00000130066,SAT1,23783173,23786210,X,protein_coding
ENSG00000171054,OR13H1,131544074,131545000,X,protein_coding
ENSG00000171478,SPACA5B,48130626,48132620,X,protein_coding
ENSG00000130052,STARD8,68647666,68725842,X,protein_coding
ENSG00000198798,MAGEB3,30230657,30237495,X,protein_coding
ENSG00000215113,CXorf49B,71763349,71767204,X,protein_coding
ENSG00000166160,OPN1MW2,154219756,154233286,X,protein_coding
ENSG00000225396,FAM236D,72807425,72808210,X,protein_coding
ENSG00000123165,ACTRT1,128050962,128052403,X,protein_coding
ENSG00000215115,CXorf49,71714371,71718285,X,protein_coding
ENSG00000184033,CTAG1B,154617609,154619282,X,protein_coding
ENSG00000126890,CTAG2,154651972,154653579,X,protein_coding
ENSG00000126016,AMOT,112774503,112840831,X,protein_coding
ENSG00000204279,PAGE3,55258415,55264916,X,protein_coding
ENSG00000269791,SSX4B,48402082,48411960,X,protein_coding
ENSG00000236371,CT47A1,120982476,120985760,X,protein_coding
ENSG00000238205,MPC1L,40623428,40624136,X,protein_coding
ENSG00000184911,DMRTC1B,72776890,72848803,X,protein_coding
ENSG00000277120,MIR6089,2609191,2609254,X,miRNA
ENSG00000230542,LINC00102,2612988,2615347,X,lncRNA
ENSG00000124343,XG,2752040,2816500,X,protein_coding
ENSG00000224735,,53759026,53759204,X,processed_pseudogene
ENSG00000226110,,53768986,53769219,X,processed_pseudogene
ENSG00000229037,MRPL32P2,53807776,53808623,X,processed_pseudogene
ENSG00000123569,H2BW1,104011147,104013708,X,protein_coding
ENSG00000102290,PCDH11X,91779261,92623230,X,protein_coding
ENSG00000183837,PNMA3,153056409,153060467,X,protein_coding
ENSG00000269502,DMRTC1,72872025,72943837,X,protein_coding
ENSG00000101981,F9,139530739,139563459,X,protein_coding
ENSG00000238485,,139702287,139702390,X,snoRNA
ENSG00000221375,RNU6ATAC23P,139885481,139885603,X,snRNA
ENSG00000252719,,139909904,139910034,X,snoRNA
ENSG00000228965,RPSAP60,152045314,152046193,X,processed_pseudogene
ENSG00000232562,TPMTP3,51979223,51980012,X,processed_pseudogene
ENSG00000182776,,52050860,52054255,X,lncRNA
ENSG00000221705,SNORA11E,52063347,52063474,X,snoRNA
ENSG00000221475,SNORA11D,52190621,52190748,X,snoRNA
ENSG00000179028,,52199840,52203235,X,lncRNA
ENSG00000206765,RNU6-203P,133531723,133531826,X,snRNA
ENSG00000227008,RPS24P19,133670971,133671386,X,processed_pseudogene
ENSG00000233260,RPSAP63,133762796,133763683,X,processed_pseudogene
ENSG00000286096,GPC3-AS1,133897443,133897934,X,TEC
ENSG00000232068,,133989443,133990086,X,unprocessed_pseudogene
ENSG00000224908,TIMM8BP2,134166682,134166932,X,processed_pseudogene
ENSG00000232664,LARP1BP3,134204353,134205916,X,processed_pseudogene
ENSG00000286181,FLICR,49262866,49270521,X,lncRNA
ENSG00000270497,,53065053,53065548,X,processed_pseudogene
ENSG00000227083,,147900178,147901459,X,lncRNA
ENSG00000274086,,147911822,147911948,X,misc_RNA
ENSG00000236337,FMR1-IT1,147946941,147947583,X,lncRNA
ENSG00000176988,FMR1NB,147981337,148026665,X,protein_coding
ENSG00000201285,RNA5SP524,148008100,148008215,X,rRNA
ENSG00000219507,FTH1P8,148052233,148052746,X,processed_pseudogene
ENSG00000266560,,152114994,152138556,X,lncRNA
ENSG00000124260,MAGEA10,152133310,152138578,X,protein_coding
ENSG00000171402,XAGE3,52862525,52868083,X,protein_coding
ENSG00000165694,FRMD7,132076990,132128020,X,protein_coding
ENSG00000101825,MXRA5,3308565,3346652,X,protein_coding
ENSG00000213487,ASS1P4,3367149,3368382,X,processed_pseudogene
ENSG00000227488,GAGE12D,49541733,49549094,X,protein_coding
ENSG00000216649,GAGE12E,49551289,49558645,X,protein_coding
ENSG00000215269,GAGE12G,49570400,49577754,X,protein_coding
ENSG00000224902,GAGE12H,49579949,49587301,X,protein_coding
ENSG00000205777,GAGE1,49599020,49608538,X,protein_coding
ENSG00000215274,GAGE10,49303646,49319841,X,protein_coding
ENSG00000224659,GAGE12J,49322037,49329384,X,protein_coding
ENSG00000268089,GABRQ,152637895,152657542,X,protein_coding
ENSG00000269475,,152682810,152683842,X,unprocessed_pseudogene
ENSG00000286051,MAGEA6-DT,152769764,152792268,X,lncRNA
ENSG00000286939,,152925356,152927043,X,lncRNA
ENSG00000198883,PNMA5,152988824,152994116,X,protein_coding
ENSG00000234200,,153028785,153030148,X,unprocessed_pseudogene
ENSG00000201407,,24133186,24133317,X,snoRNA
ENSG00000228728,PPIAP91,150818753,150819246,X,processed_pseudogene
ENSG00000231857,MORF4L1P5,65327988,65331233,X,processed_pseudogene
ENSG00000237963,PRXL2CP1,65356890,65357547,X,processed_pseudogene
ENSG00000188158,NHS,17375200,17735994,X,protein_coding
ENSG00000227645,RPL7P54,78763226,78763899,X,processed_pseudogene
ENSG00000214961,NT5DC1P2,134272287,134273658,X,processed_pseudogene
ENSG00000226107,RPL36AP54,134522702,134522990,X,processed_pseudogene
ENSG00000216001,MIR450B,134540185,134540262,X,miRNA
ENSG00000199132,MIR450A1,134540341,134540431,X,miRNA
ENSG00000207755,MIR450A2,134540508,134540607,X,miRNA
ENSG00000207784,MIR542,134541341,134541437,X,miRNA
ENSG00000208005,MIR503,134546328,134546398,X,miRNA
ENSG00000284231,MIR424,134546614,134546711,X,miRNA
ENSG00000235813,,134599457,134606254,X,lncRNA
ENSG00000236509,RPL21P133,134607157,134607632,X,processed_pseudogene
ENSG00000237432,RPS7P12,134650830,134651411,X,processed_pseudogene
ENSG00000199920,RNU4-44P,134760208,134760348,X,snRNA
ENSG00000235916,MRPS18CP7,53825887,53826309,X,processed_pseudogene
ENSG00000201618,RNA5SP505,53909054,53909161,X,rRNA_pseudogene
ENSG00000184083,FAM120C,54068324,54183281,X,protein_coding
ENSG00000224949,RPL37P24,54147372,54147659,X,processed_pseudogene
ENSG00000234566,RPL7AP71,54223324,54224062,X,processed_pseudogene
ENSG00000269556,TMEM185A,149596556,149631912,X,protein_coding
ENSG00000126733,DACH2,86148451,86832604,X,protein_coding
ENSG00000123594,ATXN3L,13318647,13320053,X,protein_coding
ENSG00000205642,VCX3B,8464830,8466510,X,protein_coding
ENSG00000185515,BRCC3,155071420,155123077,X,protein_coding
ENSG00000185448,FAM47A,34129752,34132314,X,protein_coding
ENSG00000237331,XIAP-AS1,123872626,123873932,X,lncRNA
ENSG00000252627,RNU6-122P,123874459,123874565,X,snRNA
ENSG00000237025,PARD6BP1,123878590,123879296,X,processed_pseudogene
ENSG00000237426,ZIK1P1,124173001,124174459,X,processed_pseudogene
ENSG00000252693,,124197743,124197849,X,snoRNA
ENSG00000234564,HSPA8P20,124204499,124205806,X,processed_pseudogene
ENSG00000282419,TEX13D,124246249,124336863,X,protein_coding
ENSG00000232054,NPM1P34,124280530,124281422,X,processed_pseudogene
ENSG00000226532,,124326175,124326258,X,processed_pseudogene
ENSG00000183862,CNGA2,151734746,151745564,X,protein_coding
ENSG00000275287,Metazoa_SRP,388100,388389,X,misc_RNA
ENSG00000234958,FABP5P13,523775,524102,X,processed_pseudogene
ENSG00000229232,KRT18P53,545236,545352,X,processed_pseudogene
ENSG00000185960,SHOX,624344,659411,X,protein_coding
ENSG00000237490,RPS27AP17,6989329,6989783,X,processed_pseudogene
ENSG00000228550,,7113005,7113404,X,processed_pseudogene
ENSG00000264268,MIR4767,7147860,7147937,X,miRNA
ENSG00000279682,,7489659,7491199,X,TEC
ENSG00000274923,,7896514,7896722,X,unprocessed_pseudogene
ENSG00000204116,CHIC1,73563197,73687111,X,protein_coding
ENSG00000236446,CT47B1,120872607,120875866,X,protein_coding
ENSG00000230707,HAPSTR2,140091678,140092911,X,protein_coding
ENSG00000241476,SSX2,52696896,52707178,X,protein_coding
ENSG00000182583,VCX,7842262,7844143,X,protein_coding
ENSG00000260802,SERTM2,111511645,111522399,X,protein_coding
ENSG00000206685,RNU6-1189P,47087506,47087612,X,snRNA
ENSG00000201659,RNU12-2P,47132671,47132826,X,snRNA
ENSG00000237351,ITPK1P1,47156638,47158199,X,processed_pseudogene
ENSG00000224975,INE1,47204921,47205865,X,lncRNA
ENSG00000213569,GTF3C6P2,107131659,107132269,X,processed_pseudogene
ENSG00000199832,Y_RNA,107202577,107202683,X,misc_RNA
ENSG00000204053,MYCLP1,107272582,107273656,X,processed_pseudogene
ENSG00000215007,DNAJA1P3,107351650,107352843,X,processed_pseudogene
ENSG00000165240,ATP7A,77910690,78050395,X,protein_coding
ENSG00000236187,GJA6P,18535079,18536120,X,processed_pseudogene
ENSG00000102104,RS1,18639688,18672108,X,protein_coding
ENSG00000196564,BLOC1S6P1,18838709,18839452,X,processed_pseudogene
ENSG00000224224,HAUS1P2,18865771,18866554,X,processed_pseudogene
ENSG00000237836,PHKA2-AS1,18890296,18894974,X,lncRNA
ENSG00000266710,RN7SL48P,18915243,18915535,X,misc_RNA
ENSG00000223731,SUPT20HL1,24360639,24367839,X,protein_coding
ENSG00000206723,RNU6-1056P,48724455,48724561,X,snRNA
ENSG00000171433,GLOD5,48761747,48773648,X,protein_coding
ENSG00000207367,RNU6-29P,48776965,48777071,X,snRNA
ENSG00000187682,ERAS,48826513,48830138,X,protein_coding
ENSG00000279155,,48939992,48940808,X,TEC
ENSG00000223309,RNU6-722P,48959179,48959282,X,snRNA
ENSG00000275387,,54842014,54842134,X,unprocessed_pseudogene
ENSG00000221750,SNORA11G,54927305,54927433,X,snoRNA
ENSG00000223611,SUPT20HL2,24308210,24314069,X,protein_coding
ENSG00000214124,SNRPEP9,24513450,24513687,X,processed_pseudogene
ENSG00000237682,PRKCIP1,101537485,101539276,X,processed_pseudogene
ENSG00000228275,ARMCX3-AS1,101622983,101624164,X,lncRNA
ENSG00000261101,,101627868,101628523,X,lncRNA
ENSG00000207291,RNU6-30P,101634006,101634112,X,snRNA
ENSG00000286000,,101640421,101644352,X,lncRNA
ENSG00000212584,RNU6-587P,101691580,101691685,X,snRNA
ENSG00000196440,ARMCX4,101418287,101533459,X,protein_coding
ENSG00000215319,EIF5P1,9818239,9819469,X,processed_pseudogene
ENSG00000230326,HMGN1P33,9865093,9865543,X,processed_pseudogene
ENSG00000206844,Y_RNA,9874601,9874701,X,misc_RNA
ENSG00000169933,FRMPD4,11822423,12724523,X,protein_coding
ENSG00000226339,RPS26P56,129408382,129408621,X,processed_pseudogene
ENSG00000201518,RNA5SP513,129436530,129436647,X,rRNA_pseudogene
ENSG00000252170,,129518576,129518647,X,snoRNA
ENSG00000206948,SNORA36A,154768528,154768659,X,snoRNA
ENSG00000284450,MIR664B,154768596,154768656,X,miRNA
ENSG00000206693,SNORA56,154774998,154775126,X,snoRNA
ENSG00000203870,SMIM9,154823348,154834662,X,protein_coding
