Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
42424124	42430890	X	
90458591	90462269	X	
96105302	96372889	X	
17861530	17880297	X	
45183251	45333922	X	
56488346	56564278	X	
129523639	129526992	X	
127491835	127662530	X	
111544153	111630990	X	
71777654	71784481	X	
129296261	129362068	X	
92099325	92105722	X	
105768227	105797384	X	
132020831	132025278	X	
132022786	132023103	X	
155732902	155767649	X	
130022920	130024298	X	
3735848	3743914	X	
69503355	69506525	X	
140087667	140159066	X	
43176986	43226598	X	PINCR
3806638	3809329	X	
55280009	55353799	X	
78653458	78722585	X	
10177172	10179106	X	
39304956	39327423	X	LINC01281
12005080	12011351	X	
3817524	3937855	X	
3815096	3876789	X	
63222993	63561095	X	LINC01278
109734654	109774764	X	
45115573	45127072	X	
109733377	109737577	X	
71716260	71720818	X	
39904790	39906743	X	
72935836	72937460	X	
8987882	8993132	X	
65772916	65840904	X	
145674200	145820910	X	
94569224	94600352	X	
145843614	145875772	X	
114040374	114056423	X	
113970789	113977700	X	
103702210	103728655	X	
38560807	38562766	X	
109828340	109829771	X	
2500245	2503113	X	
2373008	2373119	X	
51079060	51396884	X	LINC01284
5653418	5726388	X	LINC03070
42778361	42784004	X	
11831575	11832516	X	
121014317	121298035	X	
121092808	121136318	X	
121019922	121047761	X	
88495614	88613490	X	
39486830	39501694	X	
37043203	37045111	X	
122422001	122479732	X	
39046371	39132188	X	
39042524	39065457	X	
123923111	123961639	X	STAG2-AS1
80013426	80022784	X	
48114936	48120691	X	
39536683	39602386	X	
131157768	131407083	X	
131200821	131227304	X	
39138146	39299811	X	
39158033	39172202	X	
94193182	94193577	X	
18832026	18833999	X	
71906909	71911977	X	
113547209	113551696	X	
52919799	52934783	X	
52935241	52936323	X	
27016335	27399033	X	
42839654	42947054	X	
129771553	129777554	X	
46886710	46912738	X	LINC01545
125204527	125245641	X	
65575741	65595479	X	
125205861	125213316	X	
152138323	152186857	X	
115311310	115343336	X	
115312472	115315882	X	
50180005	50197291	X	
21429577	21431953	X	
26350317	26558381	X	
138264400	138269737	X	
72305961	72311886	X	
990101	994374	X	
100539168	100606270	X	
41261302	41335064	X	
41275626	41277443	X	LINC02601
41332658	41333185	X	
34532519	34535417	X	
16759970	16786358	X	
37867497	37888108	X	
129091348	129234595	X	
130047208	130060967	X	
134003400	134005501	X	
129134773	129141178	X	
130057883	130060585	X	
21658510	21689940	X	
83491532	83507093	X	
3970920	3978402	X	
120560806	120591276	X	
6613331	6614055	X	
76656866	77014532	X	MIR325HG
76656548	76694667	X	
75523237	75669365	X	
119386269	119386815	X	
119501832	119523151	X	
119486366	119487060	X	
150875735	150920938	X	LINC02927
119502920	119503515	X	
150898862	150899468	X	
141176743	141649927	X	SPANXA2-OT1
137412444	137569203	X	LINC02931
137548292	137550503	X	
154381481	154389797	X	
122085740	122087389	X	
154388002	154388794	X	
154389028	154389616	X	
121540921	121561970	X	
70427346	70435378	X	
98450688	99071363	X	LINC03077
55511492	55652451	X	
101597244	101599486	X	
101645149	101645829	X	
114594347	114606897	X	
9272499	9352142	X	
9249414	9275206	X	
9335758	9343197	X	
115547549	115549221	X	
153030193	153031850	X	
9342706	9343451	X	
39991262	40014938	X	
40006365	40012201	X	LINC03053
40013240	40013921	X	
39928935	39953817	X	
115345616	115412370	X	
115362336	115363222	X	
39950725	39954973	X	
40102678	40117415	X	
40171320	40173075	X	
151552235	151554757	X	
40144529	40145786	X	
40098874	40100108	X	
70467407	70479313	X	
42043791	42054962	X	
40174852	40175754	X	
70452956	70456077	X	DLG3-AS1
40171713	40172520	X	
80808285	80845931	X	
49876242	49879440	X	USP27X-DT
71697015	71706455	X	LINC00891
108218151	108220379	X	
20364774	20366372	X	
130277620	130280155	X	
71662986	71670143	X	
93939745	94025476	X	
131661461	131664414	X	
16577199	16583683	X	
55488568	55490449	X	
79108124	79108402	X	
125985296	126110137	X	
136421476	136422224	X	
90231359	90265227	X	
119209070	119209636	X	
66012419	66020430	X	MIR223HG
30138244	30215524	X	
72050214	72072689	X	
72132298	72132923	X	
112637560	112740261	X	
48567591	48574902	X	
118822558	118823673	X	
112477694	112535682	X	
112688538	112719137	X	
78932063	78945304	X	
119791716	119835056	X	
3271504	3291550	X	LINC01546
28042572	28108541	X	
74385568	74420659	X	
267677	276210	X	
278946	281825	X	
118715273	118717865	X	
140503232	140598288	X	
31350617	31367733	X	
89501877	89539351	X	
111001587	111109865	X	
35890854	35900225	X	
27981517	28001369	X	
134168911	134174129	X	MIR106AHG
55796977	55908153	X	
113212702	113304273	X	
52622935	52633948	X	
103404743	103518719	X	LL0XNC01-250H12.3
131838389	131854856	X	
48506453	48508906	X	PORCN-DT
103534987	103586478	X	
103591920	103629683	X	
103436959	103464910	X	
81682316	81682556	X	
94620026	94704267	X	
94697798	94747069	X	
24200600	24297422	X	
132161687	132432862	X	RAP2C-AS1
21819991	21839564	X	
24146791	24148969	X	
50161905	50162521	X	
30497505	30499661	X	
91616866	91753301	X	
91752792	91777974	X	
91772093	91783185	X	
86812210	86983563	X	
27832503	27840695	X	
127075476	127077577	X	
26114242	26204786	X	
105910585	106007975	X	
72945831	73080073	X	PABPC1L2B-AS1
73078290	73087816	X	
90345872	90378612	X	
54053301	54057568	X	
44542413	44559912	X	
91277171	91435246	X	PABPC5-AS1
149876186	149897038	X	MAGEA8-AS1
81492056	81492882	X	
11787709	11794710	X	
118839538	118919669	X	LINC01285
128027322	129326707	X	
118855386	118856068	X	
16152941	16170869	X	MAGEB17-AS1
11732689	11750447	X	
49198833	49202457	X	SYP-AS1
141625813	141626752	X	
134549747	134560401	X	LINC00629
134543118	134549644	X	MIR503HG
35614357	35625842	X	
19132307	19164579	X	
20115406	20116334	X	
2809598	2828840	X	
3450334	3520490	X	
43279489	43438662	X	
3469150	3479163	X	
49757606	49759590	X	
113616300	114059289	X	XACT
151303384	151397142	X	
152801119	152814627	X	
47803095	47807038	X	
151459367	151550669	X	
8487165	8504564	X	LINC03113
151515236	151520095	X	
11351278	11351708	X	
1169151	1179160	X	
98527519	98529723	X	
120055430	120056445	X	
54636233	54710583	X	
154396878	154398842	X	
47358442	47362103	X	
113157836	113188018	X	
109859962	109861298	X	
130981590	131067468	X	LINC01201
8803058	8822151	X	
114713923	114813702	X	
47630022	47642350	X	
71760757	71765298	X	
46256759	46327716	X	LINC01186
38225228	38227644	X	
20607431	20727047	X	
102306588	102314911	X	
46758627	46772960	X	
12971512	12974985	X	
12951121	12954458	X	
12972693	12975257	X	
135741051	135744450	X	
8897642	8927153	X	LINC03114
38806998	39019648	X	
38779495	38870856	X	MID1IP1-AS1
68923168	69084586	X	
38770294	38800554	X	
9414547	9444667	X	
68985377	69040766	X	
148129017	148255228	X	
16084172	16090878	X	
148086934	148129476	X	
68927266	68942719	X	
119141694	119142796	X	
115472877	115509419	X	
84857352	84876373	X	
84871522	84881816	X	
153225628	153230357	X	
69179553	69209924	X	LINC00269
47076774	47129941	X	
83507696	83510775	X	
47129237	47139794	X	
140017187	140018049	X	
69104950	69145013	X	
144202658	144203072	X	
18688634	18692701	X	PPEF1-AS1
22162728	23333685	X	PTCHD1-AS
123187629	123514592	X	
123183540	123183951	X	
25819184	25893544	X	
106008150	106009695	X	
5149581	5151795	X	
95290239	95346106	X	
52193292	52193974	X	
153077685	153092448	X	
12892127	12897074	X	
10847543	11111284	X	HCCS-DT
10900890	10929484	X	
102141544	102143976	X	
28659519	28666339	X	
1657735	1763312	X	LINC02968
154342285	154343283	X	
154342510	154343086	X	
120036236	120146855	X	RHOXF1-AS1
142264062	142270320	X	
15854902	15856418	X	
15853816	15854112	X	
120143577	120145500	X	
120178488	120245284	X	NKAPP1
154762332	154763343	X	
130110659	130170550	X	
21844911	21856205	X	
39383632	39387017	X	
33726048	34380499	X	
48071209	48078723	X	
44670162	44698517	X	
153164162	153164875	X	
39653211	39679337	X	
155457738	155611616	X	TMLHE-AS1
155334858	155382951	X	
155348743	155351137	X	
104668683	104670376	X	
18353738	18358886	X	
154343320	154344112	X	
68865251	68868540	X	
151175175	151177836	X	GPR50-AS1
151181612	151182856	X	
151904425	151919584	X	MAGEA4-AS1
145504283	145507618	X	
150013388	150028820	X	
107677119	107678014	X	
129632115	129651993	X	
107493619	107547780	X	FRMPD3-AS1
129631858	129636259	X	
38221044	38223680	X	
115694493	115969214	X	DANT2
115840798	115908066	X	DANT1
149363214	149436309	X	
147279481	147363006	X	
149435830	149461688	X	
115968790	115982041	X	
28376458	28425667	X	
68828225	68828844	X	
87723928	87728735	X	
119465986	119469783	X	SLC25A5-AS1
48021824	48027415	X	
84717592	84838747	X	
84714023	84751771	X	
46545438	46564575	X	ZNF674-AS1
15940557	15948182	X	
53440432	53502744	X	
25019930	25138510	X	
25017278	25021468	X	
2608406	2666596	X	CD99P1
149938613	150224580	X	EOLA2-DT
13044695	13156774	X	
2566022	2609292	X	LINC03112
29454808	29478717	X	
13143440	13251349	X	
24969516	25003349	X	
2583664	2606031	X	
13238939	13289754	X	
44195121	44197717	X	
13266032	13308637	X	LINC02154
13291279	13309927	X	
52195836	52266130	X	
115722442	115725254	X	
13089740	13091298	X	
115721884	115723542	X	
52261928	52262998	X	
116692476	116818093	X	
141934496	142740581	X	
135519878	135521688	X	INTS6L-AS1
131817055	131836730	X	
134932230	134947262	X	
10155692	10156915	X	
27856380	27857500	X	
17713822	17737120	X	
153175215	153179240	X	
107711279	107712051	X	
129675884	129678476	X	
76114294	76152796	X	
17884619	18104791	X	LINC01456
76145498	76150807	X	
18104290	18123540	X	
126165976	126174336	X	
153041417	153056805	X	
36678678	36985693	X	
107857364	107936596	X	
20769718	21374265	X	
69363114	69380329	X	
122222350	122248546	X	
72239163	72240191	X	
31564024	31581013	X	
134186913	134188735	X	
82118976	82125243	X	
102372176	102380548	X	
155952118	155959322	X	
156014615	156016885	X	WASIR1
70928030	70947036	X	
71016530	71018073	X	
71095851	71103535	X	FOXO4
71122433	71198507	X	
51629445	51655198	X	
51857623	51867517	X	
52053176	52055763	X	
51325488	51330684	X	
51332231	51337525	X	NUDT10
51395901	51465839	X	
51406948	51408843	X	EZHIP
51490011	51496592	X	NUDT11
51498490	51511203	X	LINC01496
51617020	51618912	X	CENPVL3
51681212	51682831	X	CENPVL2
51710512	51712131	X	CENPVL1
51903338	51903850	X	
51921864	51922499	X	IPO7P1
51923552	51923740	X	UQCR10P1
48736738	48738194	X	
48742164	48744628	X	
48775644	48776143	X	
48835668	48854130	X	
48919185	48922681	X	
49043819	49044332	X	
49077637	49078852	X	
49155990	49156315	X	
34147036	34147586	X	FTH1P14
34147011	34148351	X	
13378735	13379340	X	GPX1P1
13377590	13379156	X	
52422069	52459066	X	
52458894	52462734	X	
27832175	27833204	X	
27830161	27833628	X	
55961208	55962482	X	GOT2P6
55908037	56209271	X	
75740831	75746911	X	TTC3P1
75739298	75747100	X	
55633031	55635656	X	
55607941	55636272	X	
81408938	81427276	X	
81361983	81425503	X	
56737242	56737577	X	UQCRBP1
56737122	56738788	X	
107974078	107985008	X	NLRP3P1
107935410	107986039	X	
131619013	131619951	X	OR2AF1P
131578670	131620606	X	
115664895	115666133	X	ASS1P5
115665421	115684257	X	
131795657	131796167	X	MCRIP2P1
131688779	131830928	X	FIRRE
146955075	146955209	X	
146854315	146984307	X	
47512602	47513483	X	NUS1P1
71352418	71352988	X	RHOG2P
71350181	71361695	X	
156021996	156029114	X	
154159357	154176349	X	TEX28P2
154159207	154180148	X	
52545151	52547695	X	
52583989	52586312	X	
52543858	52589051	X	
52801400	52801529	X	
52799354	52801504	X	
52824269	52829267	X	
52823793	52827232	X	
48433201	48441619	X	
48433449	48442980	X	
71043214	71045470	X	SOCS5P4
71044860	71053360	X	
136807223	136807877	X	RANP4
103651735	103652106	X	CNEP1R1P1
103650394	103674777	X	
48274904	48275047	X	S100A11P6
48274490	48279021	X	
48276704	48277578	X	SSX18P
100800303	100800784	X	PPIAP89
100815865	100817174	X	
100791540	100820284	X	
154639978	154648275	X	IKBKGP1
154639391	154648131	X	
154654546	154655325	X	
154619409	154655372	X	
49155242	49157351	X	
49127482	49156324	X	
74031462	74031820	X	RPSAP14
74069276	74070832	X	AARSD1P1
73943934	74070423	X	JPX
101683780	101684449	X	
101658729	101735096	X	
48636165	48637135	X	VN1R110P
48617850	48663568	X	
37043023	37043571	X	FTHL18P
37042871	37043792	X	FTHL18P
119249346	119257667	X	AKAP17BP
119250776	119273776	X	
123765301	123765686	X	MEMO1P4
123765228	123777658	X	
119999454	120000088	X	RHOXF1P2
119978713	120025138	X	
120210461	120212680	X	EEF1A1P30
120211533	120228600	X	
71869763	71873295	X	
71869510	71877172	X	
104062101	104062988	X	H2BW3P
23075758	23076767	X	FAM3C2P
23075585	23076094	X	
50931114	50931548	X	HMGB1P15
50930820	51024288	X	
103347462	103347729	X	
103346954	103356998	X	
13955166	13975171	X	
37441523	37442068	X	FTH1P28
37454909	37460970	X	
37492021	37492548	X	FTH1P19
37505310	37505860	X	FTH1P27
37541077	37545262	X	FAM47DP
37571569	37684463	X	LANCL3
37572544	37621546	X	
37675252	37686170	X	
37700005	37700277	X	H2AL1MP
57121554	57224805	X	
57640788	57654619	X	
40735385	40738897	X	MED14OS
40758483	40759050	X	DPRXP6
40760104	40761270	X	CLDN7P1
40814052	40845372	X	
40831844	40832562	X	TNIP2P1
40834445	40934085	X	
40851583	40929246	X	
41048201	41052477	X	
41083667	41084664	X	
41084823	41085312	X	
45730995	45732455	X	
45745210	45851873	X	MIR222HG
45746157	45746266	X	MIR221
45747015	45747124	X	MIR222
45764772	45765299	X	
45773042	45788774	X	
45806887	45807372	X	
45850731	45886098	X	
45851671	45852559	X	
45892912	45892979	X	
45913118	45913871	X	SRSF6P1
45913267	45917040	X	
96620654	96621903	X	SKP2P1
96684712	97604997	X	DIAPH2
96701507	96701619	X	Y_RNA
96883908	96885467	X	RPA4
96953630	96954195	X	NDUFB5P2
97081674	97081956	X	Metazoa_SRP
97341046	97341344	X	RN7SL74P
97431286	97642589	X	DIAPH2-AS1
73820649	73852714	X	XIST
102546891	102571695	X	NXF4
102599512	102714671	X	
102599652	102659913	X	
102659975	102692230	X	
102710764	102712801	X	
102712495	102753530	X	ARMCX5-GPRASP2
102720701	102997186	X	LINC00630
102937272	102938300	X	RAB40AL
102937770	102940561	X	
102945971	102952039	X	
103007461	103008072	X	NUDT19P2
119605717	119607566	X	
119588337	119606443	X	NKRF
140681098	140714009	X	
140709562	140793215	X	LINC00632
135020513	135022542	X	RTL8B
135032355	135033546	X	RTL8C
135050932	135052196	X	RTL8A
110346103	110440372	X	GNG5B
57229034	57229415	X	PPP1R11P2
57392646	57395409	X	MTHFD1P1
57592011	57597477	X	ZXDB
57677067	57680260	X	NLRP2B
57766320	57767292	X	MDH1P1
57905430	57910458	X	ZXDA
57933837	57934803	X	MYCLP2
57984686	57986133	X	KRT8P17
141838316	141897832	X	MAGEC3
141903894	141909374	X	MAGEC1
135248590	135252011	X	
135271717	135309803	X	ETDC
135305788	135306402	X	
135327478	135330746	X	
135330476	135330703	X	
135371672	135397765	X	
9786429	9949443	X	SHROOM2
9786429	9968352	X	
9885503	9891196	X	
9892464	9895541	X	
9961424	9968352	X	CLDN34
10024842	10038654	X	WWC3-AS1
10039536	10045784	X	
54814370	54814497	X	SNORA11
54841560	54888114	X	
84934095	84934900	X	UBE2DNL
85092284	85243911	X	SATL1
85204066	85220021	X	
153444473	153470587	X	TREX2
153475458	153477602	X	
153485856	153487088	X	
153599313	153613937	X	
153623568	153625196	X	
153631966	153644991	X	
153705541	153712451	X	
153735626	153766488	X	PLXNB3-AS1
153841083	153847052	X	
153879166	153888990	X	L1CAM-AS1
153910686	153914409	X	
153925587	153926181	X	
153928599	153929133	X	
153968886	153970087	X	HCFC1-AS1
153776412	153785728	X	
106157209	106159887	X	
106465246	106469746	X	
106327534	106327824	X	CSGALNACT2P2
106426568	106426669	X	Y_RNA
106466542	106467440	X	NAP1L4P2
106562774	106563404	X	SERPINA7P1
106566021	106566161	X	
106611930	106679439	X	RADX
106639814	106639896	X	MIR548AN
136583240	136583345	X	RNU6-320P
136639531	136642546	X	LINC00892
136648158	136660390	X	CD40LG
136773999	136774105	X	RNU6-972P
136806814	136815823	X	
136816477	136816574	X	Y_RNA
136879199	136879271	X	SNORD61
136906468	136910356	X	
136909250	137069407	X	
137051744	137052517	X	
137271699	137426919	X	
137433080	137463589	X	
136958883	137021479	X	TM9SF5P
137324972	137325049	X	
137441258	137441836	X	RAC1P4
84934540	84934832	X	
47483571	47484823	X	LINC01560
47496932	47513294	X	
47513255	47513998	X	
47555936	47561451	X	
106999590	107003001	X	
107032248	107032820	X	EEF1A1P40
104060515	104063120	X	
110520312	110523021	X	CRIPTO3
68828992	68842160	X	EFNB1
46599251	46759193	X	SLC9A7
132369320	132489978	X	MBNL3
67543353	67730619	X	AR
49922596	50099235	X	CLCN5
153972754	153983194	X	TMEM187
13569601	13633575	X	EGFL6
115110616	115234096	X	LRCH2
155997696	156013017	X	IL9R
87517409	87670050	X	KLHL4
37836757	37847571	X	DYNLT3
112082965	112458566	X	RTL4
132203024	132219495	X	RAP2C
53094142	53170914	X	KANTR
73212299	73215239	X	NAP1L2
107123427	107206505	X	NUP62CL
106693794	106797016	X	RNF128
129645259	129654959	X	APLN
49071161	49074017	X	PRAF2
30827442	30975084	X	TAB3
43948772	43973395	X	NDP
155064034	155147937	X	MTCP1
119535669	119565409	X	STEEP1
101219769	101264502	X	DRP2
106802673	106876150	X	TBC1D8B
78656068	78659532	X	RTL3
71212811	71225519	X	GJB1
85276746	85379755	X	POF1B
79144678	79175318	X	GPR174
136532154	136556807	X	VGLL1
55143102	55161310	X	VCF2
153935269	153944687	X	RENBP
119236244	119244468	X	PGRMC1
138614727	139222777	X	FGF13
48903180	48911958	X	SLC35A2
34627075	34657285	X	TMEM47
46497725	46545457	X	ZNF674
55075030	55078909	X	PAGE2B
129738949	129769547	X	XPNPEP2
153411434	153426481	X	ZFP92
105822394	105958611	X	NRK
55009055	55030986	X	ALAS2
3040235	3112822	X	ARSF
52512077	52520803	X	XAGE1B
120505920	120604074	X	CUL4B
119399336	119454478	X	SLC25A43
107774899	107795829	X	NCBP2L
114584078	114910061	X	HTR2C
85003871	85093315	X	APOOL
53048789	53080615	X	GPR173
134769566	134797232	X	PABIR2
56729219	56819179	X	NBDY
41724181	41730130	X	GPR82
50586796	50814302	X	SHROOM4
6533618	6535118	X	VCX3A
54931434	54998534	X	PFKFB1
23907807	23939509	X	CXorf58
106900125	106930862	X	CLDN2
78945332	78963727	X	P2RY10
69160721	69165521	X	PJA1
23334318	23404374	X	PTCHD1
15235288	15270467	X	ASB9
45148373	45200963	X	DIPK2B
49250436	49264800	X	FOXP3
48676593	48691431	X	WAS
106032425	106038778	X	SERPINA7
18675909	18827921	X	PPEF1
38327598	38424632	X	OTC
100291644	100410296	X	PCDH19
49162564	49168774	X	MAGIX
73447053	73455171	X	CDX4
84058346	84206356	X	RPS6KA6
103273689	103276750	X	TCEAL5
152749857	152754145	X	MAGEA2
151912495	151925173	X	MAGEA4
68498562	68537282	X	YIPF6
135344199	135363413	X	ZNF449
49028726	49043476	X	TFE3
153861511	153886204	X	L1CAM
77895727	77907376	X	COX7B
85861180	86047561	X	CHM
72181353	72302926	X	PIN4
104063871	104076236	X	TMSB15C
53532096	53686752	X	HUWE1
70423031	70433710	X	GDPD2
151694607	151705924	X	PRRG3
20124525	20141982	X	EIF1AX
38801417	38806537	X	MID1IP1
5840637	6228867	X	NLGN4X
71056332	71073426	X	SNX12
152733757	152737679	X	MAGEA12
65034788	65507887	X	ZC3H12B
47142071	47145466	X	NDUFB11
71578437	71613584	X	GCNA
150980509	150990775	X	HMGB3
40648305	40735877	X	MED14
17737115	17754988	X	SCML1
14690388	14873255	X	FANCB
134237047	134246842	X	CCDC160
103252863	103255204	X	TCEAL8
152826994	152830782	X	CETN2
119474802	119591083	X	UBE2A
55000331	55009057	X	APEX2
54192823	54358642	X	WNK3
119895837	119920720	X	AKAP14
78747680	78758724	X	LPAR4
130401922	130413656	X	RBMX2
137563314	137577691	X	ZIC3
48893447	48898143	X	TIMM17B
76173034	76178755	X	PBDC1
70925575	70931149	X	SLC7A3
152714580	152718612	X	MAGEA2B
152753921	152760222	X	CSAG3
107825755	107931637	X	MID2
8528874	8732195	X	ANOS1
130124666	130165879	X	AIFM1
112625372	112680180	X	LHFPL1
102720688	102753540	X	GPRASP3
154487306	154490690	X	SLC10A3
135879471	135893444	X	CT45A10
135960588	135974029	X	MMGT1
152766136	152769716	X	MAGEA6
50365405	50470850	X	DGKK
102513674	102516795	X	TMSB15A
70290067	70420886	X	KIF4A
120250752	120259741	X	ZBTB33
133535745	133987100	X	GPC3
71533083	71575892	X	OGT
46573391	46598496	X	CHST7
134796389	134854835	X	PABIR3
104112060	104115847	X	ZCCHC18
18239307	18355149	X	SCML2
132023226	132075948	X	STK26
80335504	80445311	X	TENT5D
111665811	111760649	X	ALG13
119871796	119876689	X	NDUFA1
103356461	103358472	X	TCEAL9
9724039	9786297	X	GPR143
30243715	30252041	X	MAGEB1
155612298	155782459	X	SPRY3
130202707	130268899	X	ZNF280C
24465244	24550466	X	PDK3
153929225	153935080	X	NAA10
53936676	54048958	X	PHF8
152727484	152733736	X	CSAG1
57134530	57137679	X	SPIN2A
23664262	23686399	X	PRDX4
12975107	12977227	X	TMSB4X
7898247	7927739	X	PNPLA4
49551278	49568218	X	GAGE12F
123600561	123733056	X	THOC2
151396515	151409364	X	VMA21
49331582	49338949	X	GAGE13
152166234	152451425	X	GABRA3
111245099	111270483	X	CAPN6
103710909	103714036	X	TMEM31
153802166	153830930	X	PDZD4
101390824	101396155	X	RPL36A
154379244	154381574	X	EMD
101098167	101166126	X	CENPI
152698767	152702347	X	MAGEA3
54445454	54496234	X	FGD1
21839610	21885423	X	MBTPS2
49532177	49539539	X	GAGE12C
14873421	14922327	X	MOSPD2
2486414	2502862	X	ZBED1
49171787	49175235	X	PLP2
53176277	53225422	X	KDM5C
48960982	48971866	X	KCND1
103376299	103378301	X	BEX3
47651792	47659187	X	UXT
93673181	93712274	X	FAM133A
333933	386955	X	PPP2R3B
71239617	71255269	X	ZMYM3
40049815	40177329	X	BCOR
71118543	71144103	X	MED12
120594010	120621159	X	MCTS1
41445383	41475710	X	NYX
153447655	153495516	X	HAUS7
49589496	49596827	X	GAGE2A
153642401	153651326	X	DUSP9
118823824	118826968	X	ZCCHC12
151714192	151723194	X	FATE1
101345652	101349001	X	TIMM8A
72301638	72309652	X	CITED1
119468395	119471396	X	SLC25A5
21705978	21758176	X	SMPX
48539684	48562609	X	TBC1D25
150692971	150765165	X	MTMR1
13712244	13734635	X	TRAPPC2
11111299	11123086	X	HCCS
16786432	16844519	X	TXLNG
135248590	135344113	X	ZNF75D
46447255	46497422	X	KRBOX4
16946658	17153272	X	REPS2
155881227	155943769	X	VAMP7
100671783	100732151	X	SYTL4
49269793	49301461	X	PPP1R3F
103496541	103526752	X	RAB40A
155025980	155060304	X	FUNDC2
102650345	102659083	X	GPRASP1
15464246	15556529	X	BMX
101408114	101414137	X	HNRNPH2
147911858	147951125	X	FMR1
75051048	75156732	X	ABCB7
152896695	152973511	X	ZNF185
65588377	65741936	X	MSN
63634967	63809274	X	ARHGEF9
153764186	153779346	X	PLXNB3
70133345	70166324	X	IGBP1
51803007	51902357	X	MAGED1
101009346	101052135	X	TRMT2B
154675249	154751583	X	GAB3
153517637	153582939	X	ATP2B3
154010504	154019927	X	IRAK1
66594384	66639298	X	EDA2R
104099214	104157009	X	SLC25A53
110673856	110796192	X	CHRDL1
77825747	77899271	X	MAGT1
79360384	79367697	X	ITM2A
15825806	15854931	X	AP1S2
72255679	72277312	X	RPS4X
54807599	54816015	X	MAGED2
103918896	103966712	X	TMSB15B
154444103	154450654	X	FAM50A
102125130	102140426	X	TCEAL2
101349338	101390796	X	BTK
16587950	16712976	X	CTPS2
123960212	124422664	X	STAG2
30653359	30731462	X	GK
102712056	102717733	X	GPRASP2
154428618	154436517	X	ATP6AP1
71366131	71532374	X	TAF1
136213220	136256482	X	MAP7D3
23699396	23766475	X	ACOT9
52891306	52908560	X	FAM156B
103309345	103311298	X	BEX2
102153464	102156017	X	BEX5
110944285	111227361	X	PAK3
15384799	15493635	X	PIR
48973719	49002265	X	GRIPAP1
108084202	108091619	X	PSMD10
135520622	135582534	X	INTS6L
10156943	10237660	X	CLCN4
149476988	149521096	X	IDS
19360056	19515508	X	MAP3K15
118345968	118450285	X	WDR44
19343893	19361718	X	PDHA1
53374149	53422728	X	SMC1A
102599168	102604159	X	ARMCX5
53421951	53431624	X	RIBC1
57118551	57121840	X	SPIN2B
100820369	100841523	X	CSTF2
53431258	53434371	X	HSD17B10
15688830	15788411	X	CA5B
119615724	119693949	X	SEPTIN6
15345594	15384509	X	VEGFD
154389955	154409168	X	RPL10
155276211	155334673	X	CLIC2
108439745	108697547	X	COL4A5
24148976	24216255	X	ZFX
150568417	150673143	X	MTM1
129539849	129592561	X	OCRL
119786497	119791662	X	RPL39
38561498	38689249	X	TSPAN7
120258650	120311556	X	TMEM255A
54529900	54621565	X	GNL3L
48589838	48608869	X	WDR13
46836928	46889240	X	RP2
70444835	70505490	X	DLG3
67949349	68434120	X	OPHN1
70040542	70049988	X	AWAT2
44523639	44542972	X	FUNDC1
149581653	149587459	X	MAGEA9B
129446501	129523947	X	SMARCA1
100843324	100874464	X	NOX1
134565837	134764355	X	PLAC1
47571901	47619858	X	SYN1
107713221	107777342	X	TSC22D3
84317874	84502496	X	HDX
47983356	48071893	X	ZNF630
47561182	47571921	X	ARAF
48476021	48486364	X	FTSJ1
47582408	47586789	X	TIMP1
77910739	78129295	X	PGK1
119833808	119853083	X	UPF3B
48922024	48958386	X	OTUD5
123859693	123913972	X	XIAP
103769047	103792677	X	PLP1
108091668	108154671	X	ATG4A
130622325	130903272	X	ENOX2
48574056	48581162	X	RBM3
17799788	17861337	X	RAI2
48801377	48824986	X	HDAC6
153587925	153600045	X	CCNQ
120426148	120469365	X	LAMP2
19912860	19991097	X	BCLAF3
47621537	47630305	X	CFP
117897794	118117340	X	KLHL13
20149911	20267519	X	RPS6KA3
136146702	136211359	X	FHL1
133300103	133416214	X	GPC4
3604340	3713649	X	PRKX
109624244	109733403	X	ACSL4
154762742	154777697	X	DKC1
101615118	101618003	X	ARMCX6
52184767	52192268	X	MAGED4
103062645	103064342	X	BEX1
15627085	15675377	X	CLTRN
149929527	149938831	X	EOLA2
49074433	49101203	X	WDR45
15494566	15607236	X	ACE2
47190713	47215173	X	UBA1
103607451	103629690	X	TCEAL3
150766336	150898816	X	CD99L2
18892298	18984988	X	PHKA2
136848004	136880764	X	RBMX
2903972	2929405	X	ARSD
78271468	78327691	X	CYSLTR1
13689122	13710504	X	RAB9A
120362085	120383249	X	ATP1B4
154458280	154477779	X	PLXNA3
153669730	153689033	X	PNCK
154778684	154821039	X	MPP1
47078190	47094419	X	RGN
136665547	136781688	X	ARHGEF6
153687926	153696591	X	SLC6A8
30557707	30577766	X	TASL
48458537	48470554	X	SLC38A5
21940709	21994837	X	SMS
48695554	48709016	X	SUV39H1
120109050	120245267	X	RHOXF1
41514934	41923660	X	CASK
134373286	134428792	X	PHF6
41688973	41698371	X	GPR34
66162483	66268910	X	HEPH
129906121	129929761	X	UTP14A
52926402	52995564	X	FAM156A
110002631	110184260	X	TMEM164
109535781	109544698	X	NXT2
71143286	71175255	X	NLGN3
104166453	104195902	X	FAM199X
2690988	2741312	X	CD99
115003975	115019977	X	IL13RA2
2828571	2890109	X	GYG2
130063955	130110904	X	ELF4
276322	303358	X	PLCXD1
153785735	153794535	X	IDH3G
72329516	72573101	X	HDAC8
