Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
205568833	205602918	1	MFSD4A
205597556	205634520	1	ELK4
205657851	205680990	1	SLC45A3
205712822	205750270	1	NUCKS1
205767986	205775482	1	RAB29
205789091	205813755	1	SLC41A1
205828025	205850132	1	PM20D1
205913048	205943460	1	SLC26A9
205976740	206003461	1	RAB7B
206008535	206023909	1	CTSE
206053173	206102449	1	RHEX
206106936	206117699	1	AVPR1B
206186179	206204414	1	FAM72A
206203346	206464436	1	SRGAP2
206470332	206496891	1	IKBKE
206507531	206589448	1	RASSF5
206571292	206612514	1	EIF2D
206635536	206684419	1	DYRK3
206684886	206734284	1	MAPKAPK2
206767602	206774541	1	IL10
206770764	206842981	1	IL19
206865623	206869223	1	IL20
206897443	206904139	1	IL24
206903317	206923247	1	FCMR
206928522	206949367	1	PIGR
206957965	206970625	1	FCAMR
207018522	207032821	1	C1orf116
207034366	207081243	1	PFKFB2
207043849	207052980	1	YOD1
207088802	207100001	1	C4BPB
207102319	207145047	1	C4BPA
207321514	207386804	1	CD55
207453024	207489895	1	CR2
207496147	207641776	1	CR1
207645113	207738416	1	CR1L
207752037	207795513	1	CD46
207880972	207911402	1	CD34
208022242	208244850	1	PLXNA2
209583714	209613939	1	CAMK1G
209614870	209653106	1	LAMB3
209675412	209676390	1	G0S2
209686178	209734949	1	HSD11B1
209756032	209782320	1	TRAF3IP3
209779208	209784620	1	C1orf74
209779629	209806179	1	
209785254	209806217	1	IRF6
209827972	209857565	1	UTP25
209900923	210171389	1	SYT14
210232596	210246631	1	SERTAD4
210328252	210676298	1	HHAT
210676823	211134183	1	KCNH1
211082872	211188533	1	
211258377	211316385	1	RCOR3
211326325	211375036	1	TRAF5
211476522	211492484	1	RD3
211571568	211579161	1	SLC30A1
211658657	211675663	1	NEK2
211743457	211833674	1	LPGAT1
211940399	212035557	1	INTS7
212035553	212107400	1	DTL
212285357	212361863	1	PPP2R5A
212363926	212414909	1	PACC1
212432853	212446379	1	NENF
212565334	212620777	1	ATF3
212624474	212626775	1	GARIN4
212686417	212699840	1	BATF3
212726153	212791783	1	NSL1
212791828	212816830	1	TATDN3
212830141	212847649	1	SPATA45
212858237	212899363	1	FLVCR1
212950520	212992838	1	VASH2
212992182	213015867	1	ANGEL2
213051233	213274774	1	RPS6KC1
213982711	214041510	1	PROX1
214280935	214337137	1	SMYD2
214348700	214552449	1	PTPN14
214603172	214664574	1	CENPF
215005775	215237090	1	KCNK2
215567022	215623007	1	KCTD3
215622891	216423448	1	USH2A
216503246	217137755	1	ESRRG
217426992	217631090	1	GPATCH2
217631324	217871696	1	SPATA17
218285290	218337983	1	RRP15
218345336	218444619	1	TGFB2
219173853	219220700	1	LYPLAL1
219608012	219613105	1	ZC3H11B
219685427	219959018	1	SLC30A10
219968598	220046616	1	EPRS1
220057079	220119267	1	BPNT1
220094107	220148041	1	IARS2
220148293	220272529	1	RAB3GAP2
220528086	220664461	1	MARK1
220690363	220699153	1	C1orf115
220748122	220784824	1	MTARC2
220786352	220819659	1	MTARC1
220786990	220884503	1	
220879431	220885059	1	HLX
221700669	221742089	1	DUSP10
222522258	222548104	1	HHIPL2
222557902	222590162	1	TAF1A
222618090	222668007	1	MIA3
222668013	222713210	1	AIDA
222711691	222735196	1	BROX
222737202	222753157	1	FAM177B
222814730	223006258	1	DISP1
223109339	223143318	1	TLR5
223220819	223365279	1	SUSD4
223393415	223395465	1	CCDC185
223538007	223665723	1	CAPN8
223701593	223776018	1	CAPN2
223779893	223845954	1	TP53BP2
224114111	224162047	1	FBXO28
224175756	224193441	1	DEGS1
224227334	224330189	1	NVL
224356858	224379459	1	CNIH4
224385146	224437033	1	WDR26
224434660	224740559	1	CNIH3
224896262	225399292	1	DNAH14
225400900	225428925	1	LBR
225486765	225653298	1	ENAH
225777699	225790670	1	SRP9
225810095	225845567	1	EPHX1
225845536	225884071	1	TMEM63A
225886279	225911382	1	LEFTY1
225886696	225924278	1	
225919397	225924340	1	PYCR2
225936598	225941383	1	LEFTY2
225982702	225999350	1	SDE2
226061571	226073206	1	H3-3A
226144679	226186762	1	ACBD3
226223618	226227060	1	MIXL1
226231149	226309869	1	LIN9
226360210	226408154	1	PARP1
226548764	226609230	1	STUM
226631688	226739323	1	ITPKB
226870184	226927726	1	PSEN2
226870184	226987545	1	
226938143	226987569	1	COQ8A
226989865	227318492	1	CDC42BPA
227563543	227677443	1	ZNF678
227728200	227781826	1	SNAP47
227730412	227735411	1	JMJD4
227815675	227846470	1	PRSS38
227918656	227947932	1	WNT9A
228006924	228061271	1	WNT3A
228081841	228099212	1	ARF1
228100725	228105411	1	C1orf35
228105949	228109358	1	MRPL55
228139962	228148984	1	GUK1
228149930	228159826	1	GJC2
228165777	228182257	1	IBA57
228208044	228378876	1	OBSCN
228393672	228406841	1	TRIM11
228406860	228416902	1	TRIM17
228424845	228425360	1	H3-4
228434777	228457873	1	H2AC25
228458103	228463104	1	H2BC26
228487382	228499899	1	RNF187
228735479	228746664	1	RHOU
229271062	229305894	1	RAB4A
229321011	229343294	1	CCSAP
229430365	229434789	1	ACTA1
229440259	229508356	1	NUP133
229516582	229558957	1	ABCB10
229593111	229626122	1	TAF5L
229625855	229660887	1	URB2
230057990	230282128	1	GALNT2
230314490	230426332	1	PGBD5
230642464	230693985	1	COG2
230690776	230745576	1	AGT
230747348	230804397	1	CAPN9
230837119	230869589	1	C1orf198
230902945	230978893	1	TTC13
230978981	231000733	1	ARV1
231018958	231040254	1	FAM89A
231162058	231221565	1	TRIM67
231223763	231241187	1	FSAF1
231241196	231277973	1	GNPAT
231332753	231337852	1	EXOC8
231337104	231355023	1	SPRTN
231363751	231422744	1	EGLN1
231363797	231528603	1	
231528541	231566524	1	TSNAX
231528653	231819244	1	TSNAX-DISC1
231626790	232041272	1	DISC1
232397622	232631404	1	SIPA1L2
232805416	232809929	1	MAP10
232950564	232983882	1	NTPCR
232983435	233295729	1	PCNX2
233327714	233385281	1	MAP3K21
233614106	233672514	1	KCNK1
233904676	234324511	1	SLC35F3
234373456	234385080	1	COA6
234391313	234479197	1	TARBP1
234602300	234610178	1	IRF2BP2
235109341	235128846	1	TOMM20
235131183	235161293	1	RBM34
235131634	235328219	1	ARID4B
235327350	235344532	1	GGPS1
235328570	235448952	1	
235367360	235452443	1	TBCE
235447190	235504474	1	B3GALNT2
235547685	235650754	1	GNG4
235661041	235883724	1	LYST
235975830	236065202	1	NID1
236142148	236221865	1	GPR137B
236214681	236282019	1	ERO1B
236348257	236502915	1	EDARADD
236518000	236552981	1	LGALS8
236549005	236604516	1	HEATR1
236664141	236764631	1	ACTN2
236795260	236921278	1	MTR
237004103	237004441	1	MT1HL1
237042184	237833988	1	RYR2
237877864	237890922	1	ZP4
239386513	239915452	1	CHRM3
240014348	240475187	1	FMN2
240489573	240612155	1	GREM2
240767636	241357374	1	RGS7
241497511	241519799	1	FH
241532134	241595642	1	KMO
241590102	241677376	1	OPN3
241628851	241640369	1	CHML
241652278	241802777	1	WDR64
241847967	241895148	1	EXO1
241957767	241959062	1	BECN2
241995188	242001584	1	MAP1LC3C
242082986	242524697	1	PLD5
243124428	243255793	1	CEP170
243255349	243500095	1	SDCCAG8
243488233	243851079	1	AKT3
244048547	244057476	1	ZBTB18
244352635	244389663	1	SPMIP3
244408494	244451909	1	ADSS2
244454377	244641177	1	CATSPERE
244653091	244709033	1	DESI2
244729701	244731015	1	C1orf202
244835616	244845480	1	COX20
244840638	244864560	1	HNRNPU
244969682	245127164	1	EFCAB2
245154985	245709432	1	KIF26B
245749342	246507312	1	SMYD3
246540561	246566261	1	TFB2M
246566338	246668595	1	CNST
246724064	246768137	1	SCCPDH
246839098	246932063	1	AHCTF1
246945547	247008093	1	ZNF695
246945547	247078811	1	ZNF670-ZNF695
247034637	247078811	1	ZNF670
247099962	247104372	1	ZNF669
247121975	247172046	1	ZNF124
247255972	247257210	1	VN1R5
247297412	247332822	1	ZNF496
247332331	247449668	1	NLRP3
247449118	247458105	1	OR2B11
247507058	247577690	1	GCSAML
247524677	247536440	1	OR2C3
247588360	247589313	1	OR2G2
247605586	247606515	1	OR2G3
247617143	247622372	1	OR14L1
247670812	247679739	1	OR13G1
247711436	247716646	1	OR6F1
247711813	247723764	1	
247722957	247748141	1	OR14A2
247738615	247739559	1	OR14K1
247754846	247760556	1	OR1C1
247770169	247779524	1	OR9H1
247814660	247824119	1	OR14A16
247840928	247841896	1	OR11L1
247857187	247880138	1	TRIM58
247895587	247896531	1	OR2W3
247920252	247923152	1	OR2T8
247924889	247935339	1	OR2AJ1
247948858	247949796	1	OR2L8
247965233	247966386	1	OR2AK2
248013660	248024276	1	OR2L5
248030070	248042305	1	OR2L2
248046836	248063407	1	OR2L3
248095184	248101163	1	OR2L13
248145148	248146086	1	OR2M5
248174821	248181067	1	OR2M2
248197265	248212925	1	OR2M3
248231417	248244679	1	OR2M4
248269917	248277976	1	OR2T33
248290139	248303424	1	OR2T12
248323630	248324568	1	OR2M7
248348775	248349713	1	OR14C36
248361665	248362627	1	OR2T4
248375746	248391811	1	OR2T6
248403048	248408020	1	OR2T1
248436359	248444316	1	OR2T7
248445512	248455725	1	OR2T2
248473351	248474307	1	OR2T3
248488589	248491113	1	OR2T5
248508073	248527337	1	OR2G6
248556912	248562772	1	OR2T29
248573801	248574757	1	OR2T34
248590487	248597700	1	OR2T10
248623557	248635091	1	OR2T11
248636356	248645278	1	OR2T35
248649838	248655528	1	OR2T27
248678138	248702766	1	OR14I1
248681249	248748349	1	
248737957	248755759	1	LYPD8
248810446	248826522	1	SH3BP5L
248838210	248849520	1	ZNF672
248850004	248859144	1	ZNF692
248906196	248919946	1	PGBD2
